paper,expset_accession,condition,dataset_label,biosource,biosample_type,biosample_category,tissue,treatments_summary,modifications_summary,assay_target,imaging_rounds,num_bio_reps,bio_rep_idx,trace_core_file_accession,trace_core_url,all_fofct_types,readout_resolution,region_size,cell_type_detail,treatment_detail
Su_2020_PMID32822575,4DNESO41DW4D,DNA-MERFISH of 1041 genomic loci (alpha-amanitin treated),Genome-scale imaging in IMR90 cells,IMR-90,primary cells,primary cell line,IMR-90,alpha-amanitin treatment (100.0 Î¼g/mL),None,multiplexed FISH,3,1,1,4DNFIGJT3AN3,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/aebd67c6-be00-4f4d-b9c3-348e3fe04639/4DNFIGJT3AN3.csv,FOF-CT - spot biological data (csv) | FOF-CT - DNA-spot/trace core (csv),30 kb per locus,"genome-scale (1041 loci, ~3 Mb spacing)",IMR-90,alpha-amanitin treatment (100.0 μg/mL)
Su_2020_PMID32822575,4DNES5C3XVFP,DNA-MERFISH + RNA-MERFISH of 1137 genes,Genome-scale imaging in IMR90 cells,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,6,1,1,4DNFIXMERLJQ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/117fc3ae-25ef-49a8-b44a-d516c323d859/4DNFIXMERLJQ.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot biological data (csv) | FOF-CT - RNA-spot (csv),30 kb per locus,genome-scale (1041 DNA loci + 1137 RNA species),IMR-90,None
Su_2020_PMID32822575,4DNES5S9ND9I,DNA-MERFISH of 1041 genomic loci,Genome-scale imaging in IMR90 cells,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,3,1,1,4DNFIZ4TAGXZ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f21e961f-95c6-44ec-beaa-ed21011f43ab/4DNFIZ4TAGXZ.csv,FOF-CT - spot biological data (csv) | FOF-CT - DNA-spot/trace core (csv),30 kb per locus,"genome-scale (1041 loci, ~3 Mb spacing)",IMR-90,None
Wang_2016_PMID27445307,4DNESNXGTR38,Chromatin tracing of chrX (Xi) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,1,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESNXGTR38,Chromatin tracing of chrX (Xi) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,2,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESNXGTR38,Chromatin tracing of chrX (Xi) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,3,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESNXGTR38,Chromatin tracing of chrX (Xi) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,4,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESONPGYU9,Chromatin tracing of chrX (Xa) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,1,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESONPGYU9,Chromatin tracing of chrX (Xa) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,2,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESONPGYU9,Chromatin tracing of chrX (Xa) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,3,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESONPGYU9,Chromatin tracing of chrX (Xa) in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,4,4,,,,TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESR9M2CET,Chromatin tracing of chr22 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,5,1,,,,TAD-level (~100 kb per TAD),chr22 (27 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESR9M2CET,Chromatin tracing of chr22 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,5,2,,,,TAD-level (~100 kb per TAD),chr22 (27 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESR9M2CET,Chromatin tracing of chr22 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,5,3,,,,TAD-level (~100 kb per TAD),chr22 (27 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESR9M2CET,Chromatin tracing of chr22 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,5,4,,,,TAD-level (~100 kb per TAD),chr22 (27 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESR9M2CET,Chromatin tracing of chr22 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,5,5,,,,TAD-level (~100 kb per TAD),chr22 (27 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,1,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,2,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,3,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,4,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,5,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,6,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,7,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,8,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESC1DDSAH,Chromatin tracing of chr21 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,9,9,,,,TAD-level (~100 kb per TAD),chr21 (34 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESFLAEE5P,Chromatin tracing of chr20 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,3,1,,,,TAD-level (~100 kb per TAD),chr20 (30 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESFLAEE5P,Chromatin tracing of chr20 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,3,2,,,,TAD-level (~100 kb per TAD),chr20 (30 TADs),IMR-90,None
Wang_2016_PMID27445307,4DNESFLAEE5P,Chromatin tracing of chr20 in human IMR90 cells,Chromatin tracing of single chromosomes,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,4,3,3,,,,TAD-level (~100 kb per TAD),chr20 (30 TADs),IMR-90,None
Patterson_2023_PMID37540754,4DNESDSVRJBX,IMR90 mTeSR1,Chromatin tracing of chrX in IMR90,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,3,1,1,4DNFIBEV4KD4,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/67089e1c-449c-4d0f-a040-f6b388bfdc7d/4DNFIBEV4KD4.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Patterson_2023_PMID37540754,4DNESCJ8M34U,IMR90 5iLAF,Chromatin tracing of chrX in IMR90,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,3,1,1,4DNFITPOK7NS,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a631b449-76c1-4307-939a-5d343c2c79f2/4DNFITPOK7NS.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Patterson_2023_PMID37540754,4DNESA6RWUVI,IMR90 5iLA,Chromatin tracing of chrX in IMR90,IMR-90,primary cells,primary cell line,IMR-90,None,None,multiplexed FISH,3,1,1,4DNFIWMCVMHB,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5a14c7ba-4e8b-48e2-a8c4-8571ed0385ba/4DNFIWMCVMHB.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),IMR-90,None
Patterson_2023_PMID37540754,4DNESQFTK11H,HES3 mTeSR1,Chromatin tracing of chrX in HES3,HES-3,stem cells,stem cell derived cell line,HES-3,None,None,multiplexed FISH,3,1,1,4DNFIWUTKVNZ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/728b476c-465e-4372-9cd3-6beac7572e54/4DNFIWUTKVNZ.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),HES-3,None
Patterson_2023_PMID37540754,4DNESWLIGBX4,HES3 5iLAF,Chromatin tracing of chrX in HES3,HES-3,stem cells,stem cell derived cell line,HES-3,None,None,multiplexed FISH,3,1,1,4DNFIS87I2KW,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/8ff1114e-672a-44dd-8075-d40693583a33/4DNFIS87I2KW.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),HES-3,None
Patterson_2023_PMID37540754,4DNESCTENQBB,HES3 5iLA,Chromatin tracing of chrX in HES3,HES-3,stem cells,stem cell derived cell line,HES-3,None,None,multiplexed FISH,3,1,1,4DNFIZZPDMP6,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/83c050ab-33c3-4b44-a5a5-15ea9bb41fc0/4DNFIZZPDMP6.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),HES-3,None
Patterson_2023_PMID37540754,4DNES5ZXOL2B,HES3 4iLAF+tMEKi,Chromatin tracing of chrX in HES3,HES-3,stem cells,stem cell derived cell line,HES-3,None,None,multiplexed FISH,3,1,1,4DNFIA9483JQ,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/39190326-187d-47df-9293-d0bb8f7d4763/4DNFIA9483JQ.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),HES-3,None
Patterson_2023_PMID37540754,4DNESKP8EO7E,H9 mTeSR1,Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,3,1,1,4DNFI8ZHV5WT,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fbb63041-a3a8-4be9-acad-9c3e87777901/4DNFI8ZHV5WT.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESPADIUQ8,"H9 combined conditions, XIST positive chromosome",Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,4,1,1,4DNFIPNWMI3V,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5e5b6792-ce5e-43ad-aaec-d3b2bc0b8f1e/4DNFIPNWMI3V.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNES7BT3MHL,"H9 combined conditions, XIST negative chromosome",Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,4,1,1,4DNFIS1A4W5L,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6e5c2074-5795-4eba-98e9-26458e3c834f/4DNFIS1A4W5L.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNES9551WCX,H9 5iLAF,Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,3,1,1,4DNFIRR841TB,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/20869164-678b-48d4-888e-72f286581139/4DNFIRR841TB.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESYMNKD6G,H9 5iLA,Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,3,1,1,4DNFI4Q9G8H8,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e987f972-00a6-4920-af38-8c5415ce6dfe/4DNFI4Q9G8H8.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESL23Q1IG,"H9 5iLA ATRX, positive chromosomes",Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,4,1,1,4DNFILJZMGCP,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/76a55fd4-f2a2-47ad-9b6a-9aaaba81ae95/4DNFILJZMGCP.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESXANJGRL,"H9 5iLA ATRX, negative chromosomes",Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,4,1,1,4DNFIA1SBU13,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6653728c-b1f3-43c4-9c63-e18c8bf03bc7/4DNFIA1SBU13.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNES8DN67K9,H9 4iLAF+tMEKi,Chromatin tracing of chrX in H9,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,3,1,1,4DNFIN9H6BS5,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b5f8d3b4-63fa-4dd2-bb35-c0dc7aa3d780/4DNFIN9H6BS5.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESSFIJDGY,H7 day6 XIST positive chromosomes,Chromatin tracing of chrX in H7,H7-hESC,stem cells,stem cell derived cell line,H7-hESC,None,None,multiplexed FISH,4,1,1,4DNFIJVQ29FA,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b238fa2e-d176-46f8-9e5f-0e58019170d2/4DNFIJVQ29FA.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESELH11OV,H7 day6 XIST negative chromosomes,Chromatin tracing of chrX in H7,H7-hESC,stem cells,stem cell derived cell line,H7-hESC,None,None,multiplexed FISH,4,1,1,4DNFIG64M7CW,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d9f702b9-5c99-4f1e-8a54-7baba54b8347/4DNFIG64M7CW.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H9,None
Patterson_2023_PMID37540754,4DNESA93WQSO,H7 day4 XIST positive chromosomes,Chromatin tracing of chrX in H7,H7-hESC,stem cells,stem cell derived cell line,H7-hESC,None,None,multiplexed FISH,4,1,1,4DNFI3JTGDYH,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3390f0f3-c5a0-480a-a670-6c2c5de9fb29/4DNFI3JTGDYH.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H7-hESC,None
Patterson_2023_PMID37540754,4DNES7FJN2TU,H7 day4 XIST negative chromosomes,Chromatin tracing of chrX in H7,H7-hESC,stem cells,stem cell derived cell line,H7-hESC,None,None,multiplexed FISH,4,1,1,4DNFI54H322Q,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b5d89c17-8acf-4c44-b714-2523c15c6f1e/4DNFI54H322Q.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H7-hESC,None
Patterson_2023_PMID37540754,4DNESMRJ8L8M,H7 day2 XIST positive chromosomes,Chromatin tracing of chrX in H7,H7-hESC,stem cells,stem cell derived cell line,H7-hESC,None,None,multiplexed FISH,4,1,1,4DNFILP548G4,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/829bd25a-d25f-4000-81d5-294574c6a1e7/4DNFILP548G4.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H7-hESC,None
Patterson_2023_PMID37540754,4DNESKWEG12C,H7 day2 XIST negative chromosomes,Chromatin tracing of chrX in H7,H7-hESC,stem cells,stem cell derived cell line,H7-hESC,None,None,multiplexed FISH,4,1,1,4DNFI9BJFNFL,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d5bebf09-e47f-4dd7-96d7-39f20df50fd6/4DNFI9BJFNFL.csv,FOF-CT - DNA-spot/trace core (csv),TAD-level (~100 kb per TAD),chrX (40 TADs),H7-hESC,None
Chen_2023_PMID36996812,4DNESID7GI8N,CNCCs with CTCF deletion at SOX9 promoter (steps #7-58),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,Crispr deletion for CTCF binding site at SOX9 promoter,multiplexed FISH,2,2,1,4DNFI5TSGDPR,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/29c28d89-0daf-4953-a278-f773245ee245/4DNFI5TSGDPR.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESID7GI8N,CNCCs with CTCF deletion at SOX9 promoter (steps #7-58),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,Crispr deletion for CTCF binding site at SOX9 promoter,multiplexed FISH,2,2,2,4DNFICMQ1GXA,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/272b5f7b-b7c4-49ef-bfed-d68fcb067e3c/4DNFICMQ1GXA.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESNIOLISN,CNCCs with CTCF deletion at E1.35 (steps #7-58),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,Crispr deletion for CTCF binding site at E1.35,multiplexed FISH,2,2,1,4DNFIKB7G5HE,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7dafd951-42df-405f-89f5-dff2e9bdb8d8/4DNFIKB7G5HE.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESNIOLISN,CNCCs with CTCF deletion at E1.35 (steps #7-58),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,Crispr deletion for CTCF binding site at E1.35,multiplexed FISH,2,2,2,4DNFI93ME446,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a6d2b1c8-497b-4f1d-84c9-3dd58857f3a7/4DNFI93ME446.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESEQDL9UR,CNCCs wt (steps #7-58),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,None,multiplexed FISH,2,2,1,4DNFI6FI9J53,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/215b983e-a032-4936-98d7-0462fbb675fd/4DNFI6FI9J53.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESEQDL9UR,CNCCs wt (steps #7-58),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,None,multiplexed FISH,2,2,2,4DNFIMISJKAP,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3001c851-2f5f-4ddf-af60-4835fbd36aed/4DNFIMISJKAP.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESWPT973M,CNCCs wt (steps #1-80),Chromatin tracing of Sox9 in CNCC,H9,in vitro differentiated cells,stem cell derived cell line,H9,None,None,multiplexed FISH,2,1,1,4DNFIQBBDIA6,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d7c49c25-8a48-4c65-bdda-f63df73042a9/4DNFIQBBDIA6.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9 differentiated to cranial neural crest,None
Chen_2023_PMID36996812,4DNESL3FF6MP,"ESCs wt, undifferentiated (steps #1-80)",Chromatin tracing of Sox9 in CNCC,H9,stem cells,stem cell derived cell line,H9,None,None,multiplexed FISH,2,1,1,4DNFI2979QSV,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/575a8bbf-e926-4776-a547-2febf8b84e07/4DNFI2979QSV.csv,FOF-CT - DNA-spot/trace core (csv) | FOF-CT - spot quality (csv),5 kb (spaced by 50 kb),"SOX9 locus (~4 Mb, 80 spaced regions)",H9,None
Bintu_2018_PMID30361340,4DNESABVQJTS,Chr21:34-37 Mb in HCT116 cells cohesin-depleted after cell division,Chromatin tracing of 2-Mb on chr21,HCT116,immortalized cells,immortalized cell line,HCT116,"IAA treatment (500.0 Î¼M, 6.0h)",None,multiplexed FISH,5,1,1,4DNFIZNK1QQA,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/360bda65-0a9d-490a-8125-5f69e79a2a57/4DNFIZNK1QQA.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:34.6-37.1 Mb (83 x 30 kb = ~2.5 Mb),HCT116 with Crispr generated mClover and AID-tagged RAD21,"IAA treatment (500.0 μM, 6.0h)"
Bintu_2018_PMID30361340,4DNES67C81FH,Chr21:34-37 Mb in HCT116 cells cohesin-depleted,Chromatin tracing of 2-Mb on chr21,HCT116,immortalized cells,immortalized cell line,HCT116,"IAA treatment (500.0 Î¼M, 6.0h)",None,multiplexed FISH,3,1,1,4DNFIHZRN68I,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c50fb7e4-bc59-4a3a-bceb-69589049650b/4DNFIHZRN68I.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:34.6-37.1 Mb (83 x 30 kb = ~2.5 Mb),HCT116 with Crispr generated mClover and AID-tagged RAD21,None
Bintu_2018_PMID30361340,4DNES4AGJSQY,Chr21:34-37 Mb in HCT116 cells,Chromatin tracing of 2-Mb on chr21,HCT116,immortalized cells,immortalized cell line,HCT116,None,None,multiplexed FISH,3,1,1,4DNFI6IEQ7MU,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0fe56a6e-45d8-4796-9188-e769ed04992a/4DNFI6IEQ7MU.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:34.6-37.1 Mb (83 x 30 kb = ~2.5 Mb),HCT116 with Crispr generated mClover and AID-tagged RAD21,None
Bintu_2018_PMID30361340,4DNESGAO6AWG,Chr21:28-30 Mb in HCT116 cells cohesin-depleted,Chromatin tracing of 2-Mb on chr21,HCT116,immortalized cells,immortalized cell line,HCT116,"IAA treatment (500.0 Î¼M, 6.0h)",None,multiplexed FISH,3,1,1,4DNFIZBE2Z7G,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/94b6bdee-d4ed-4457-b904-8ae9af72c6e9/4DNFIZBE2Z7G.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:28-30 Mb (65 x 30 kb = ~2 Mb),HCT116 with Crispr generated mClover and AID-tagged RAD21,"IAA treatment (500.0 μM, 6.0h)"
Bintu_2018_PMID30361340,4DNES6ZQ6SWJ,Chr21:28-30 Mb in HCT116 cells,Chromatin tracing of 2-Mb on chr21,HCT116,immortalized cells,immortalized cell line,HCT116,None,None,multiplexed FISH,3,1,1,4DNFIUZ94OQ5,https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b5afc664-6120-4cb0-9e5a-c4dc06647fdf/4DNFIUZ94OQ5.csv,FOF-CT - DNA-spot/trace core (csv),30 kb,chr21:28-30 Mb (65 x 30 kb = ~2 Mb),HCT116 with Crispr generated mClover and AID-tagged RAD21,None
